Farbe,Anzahl
"(148, 159, 153)",26
"(148, 159, 155)",141
"(148, 159, 161)",7
"(148, 159, 163)",1
"(148, 159, 165)",1
"(148, 160, 138)",1
"(148, 160, 148)",1
"(148, 160, 156)",5
"(148, 160, 158)",4
"(148, 160, 160)",4
"(148, 161, 154)",3
"(148, 162, 162)",2
"(148, 163, 156)",2
"(148, 165, 157)",1
"(148, 166, 166)",3
"(148, 167, 165)",2
"(149, 71, 84)",1
"(149, 77, 89)",1
"(149, 102, 72)",1
"(149, 102, 74)",1
"(149, 102, 76)",1
"(149, 102, 82)",10
"(149, 102, 84)",3
"(149, 102, 92)",7
"(149, 103, 77)",1
"(149, 103, 79)",5
"(149, 103, 80)",9
"(149, 103, 87)",18
"(149, 103, 88)",23
"(149, 103, 90)",17
"(149, 103, 103)",1
"(149, 103, 105)",4
"(149, 103, 106)",1
"(149, 103, 114)",1
"(149, 104, 71)",4
"(149, 104, 73)",5
"(149, 104, 75)",1
"(149, 104, 81)",9
"(149, 104, 83)",29
"(149, 104, 85)",38
"(149, 104, 107)",1
"(149, 105, 76)",7
"(149, 105, 78)",14
"(149, 105, 80)",12
"(149, 105, 92)",20
"(149, 105, 94)",11
"(149, 105, 96)",4
"(149, 105, 104)",4
"(149, 105, 118)",2
"(149, 106, 72)",1
"(149, 106, 74)",1
"(149, 106, 87)",131
"(149, 106, 89)",189
"(149, 106, 90)",108
"(149, 106, 97)",64
"(149, 106, 99)",34
"(149, 106, 100)",1
"(149, 106, 113)",6
"(149, 106, 115)",12
"(149, 106, 116)",16
"(149, 107, 82)",12
"(149, 107, 83)",50
"(149, 107, 85)",70
"(149, 107, 91)",108
"(149, 107, 93)",47
"(149, 107, 95)",33
"(149, 107, 108)",8
"(149, 107, 109)",2
"(149, 107, 111)",5
"(149, 107, 117)",15
"(149, 107, 119)",9
"(149, 107, 121)",3
"(149, 108, 78)",1
"(149, 108, 80)",15
"(149, 108, 86)",51
"(149, 108, 88)",58
"(149, 108, 90)",96
"(149, 108, 102)",14
"(149, 108, 104)",31
"(149, 108, 106)",8
"(149, 108, 112)",48
"(149, 108, 114)",42
"(149, 108, 116)",15
"(149, 108, 122)",27
"(149, 108, 124)",1
"(149, 108, 126)",1
"(149, 109, 73)",1
"(149, 109, 83)",10
"(149, 109, 84)",32
"(149, 109, 97)",21
"(149, 109, 99)",26
"(149, 109, 101)",20
"(149, 109, 107)",63
"(149, 109, 109)",62
"(149, 109, 110)",56
"(149, 109, 117)",129
"(149, 109, 118)",88
"(149, 109, 120)",58
"(149, 110, 81)",2
"(149, 110, 93)",119
"(149, 110, 95)",69
"(149, 110, 103)",52
"(149, 110, 105)",58
"(149, 110, 111)",172
"(149, 110, 113)",166
"(149, 110, 115)",136
"(149, 111, 88)",11
"(149, 111, 90)",20
"(149, 111, 92)",120
"(149, 111, 98)",45
"(149, 111, 100)",32
"(149, 111, 102)",36
"(149, 111, 108)",138
"(149, 111, 110)",153
"(149, 111, 122)",14
"(149, 111, 124)",3
"(149, 111, 126)",2
"(149, 112, 85)",1
"(149, 112, 86)",8
"(149, 112, 93)",43
"(149, 112, 94)",129
"(149, 112, 96)",59
"(149, 112, 103)",66
"(149, 112, 104)",89
"(149, 112, 106)",111
"(149, 112, 119)",77
"(149, 112, 120)",33
"(149, 113, 87)",1
"(149, 113, 89)",1
"(149, 113, 91)",11
"(149, 113, 97)",92
"(149, 113, 99)",70
"(149, 113, 101)",46
"(149, 113, 113)",126
"(149, 113, 115)",117
"(149, 113, 117)",85
"(149, 113, 123)",9
"(149, 113, 125)",1
"(149, 113, 127)",1
"(149, 114, 92)",4
"(149, 114, 94)",9
"(149, 114, 95)",77
"(149, 114, 108)",140
"(149, 114, 110)",139
"(149, 114, 112)",121
"(149, 114, 118)",44
"(149, 114, 120)",44
"(149, 114, 121)",29
"(149, 115, 90)",2
"(149, 115, 103)",99
"(149, 115, 105)",105
"(149, 115, 106)",105
"(149, 115, 113)",69
"(149, 115, 114)",41
"(149, 115, 116)",40
"(149, 116, 97)",24
"(149, 116, 99)",97
"(149, 116, 101)",132
"(149, 116, 107)",84
"(149, 116, 109)",83
"(149, 116, 111)",75
"(149, 116, 123)",12
"(149, 116, 125)",1
"(149, 117, 92)",1
"(149, 117, 94)",8
"(149, 117, 96)",9
"(149, 117, 102)",130
"(149, 117, 104)",85
"(149, 117, 106)",98
"(149, 117, 118)",15
"(149, 117, 120)",11
"(149, 117, 122)",11
"(149, 118, 90)",2
"(149, 118, 97)",7
"(149, 118, 98)",19
"(149, 118, 100)",28
"(149, 118, 113)",35
"(149, 118, 115)",34
"(149, 118, 116)",20
"(149, 118, 123)",3
"(149, 118, 124)",1
"(149, 119, 91)",3
"(149, 119, 93)",9
"(149, 119, 95)",12
"(149, 119, 108)",163
"(149, 119, 109)",110
"(149, 119, 111)",58
"(149, 119, 117)",31
"(149, 119, 119)",11
"(149, 119, 121)",5
"(149, 120, 88)",1
"(149, 120, 90)",1
"(149, 120, 102)",14
"(149, 120, 104)",83
"(149, 120, 106)",140
"(149, 120, 112)",258
"(149, 120, 114)",58
"(149, 120, 116)",52
"(149, 120, 122)",11
"(149, 120, 124)",4
"(149, 121, 97)",176
"(149, 121, 99)",26
"(149, 121, 100)",12
"(149, 121, 107)",695
"(149, 121, 109)",1609
"(149, 121, 110)",1805
"(149, 121, 117)",62
"(149, 121, 118)",32
"(149, 121, 120)",19
"(149, 122, 92)",17
"(149, 122, 93)",17
"(149, 122, 95)",56
"(149, 122, 101)",30
"(149, 122, 103)",28
"(149, 122, 105)",134
"(149, 122, 111)",6293
"(149, 122, 113)",828
"(149, 122, 115)",291
"(149, 122, 127)",7
"(149, 122, 129)",1
"(149, 123, 90)",11
"(149, 123, 96)",192
"(149, 123, 98)",158
"(149, 123, 100)",88
"(149, 123, 106)",221
"(149, 123, 108)",3259
"(149, 123, 110)",17675
"(149, 123, 122)",30
"(149, 123, 124)",25
"(149, 123, 126)",23
"(149, 124, 93)",11
"(149, 124, 94)",95
"(149, 124, 102)",119
"(149, 124, 104)",138
"(149, 124, 117)",282
"(149, 124, 119)",177
"(149, 124, 120)",89
"(149, 124, 127)",18
"(149, 124, 128)",8
"(149, 125, 97)",337
"(149, 125, 99)",613
"(149, 125, 101)",218
"(149, 125, 113)",6963
"(149, 125, 115)",3510
"(149, 125, 121)",152
"(149, 125, 123)",71
"(149, 125, 125)",47
"(149, 126, 92)",5
"(149, 126, 94)",23
"(149, 126, 95)",57
"(149, 126, 108)",293
"(149, 126, 110)",1363
"(149, 126, 112)",1385
"(149, 126, 118)",571
"(149, 126, 120)",211
"(149, 126, 132)",1
"(149, 127, 103)",405
"(149, 127, 104)",181
"(149, 127, 106)",189
"(149, 127, 113)",3599
"(149, 127, 114)",5816
"(149, 127, 116)",5352
"(149, 127, 129)",46
"(149, 127, 130)",10
"(149, 128, 97)",61
"(149, 128, 99)",208
"(149, 128, 101)",240
"(149, 128, 107)",764
"(149, 128, 109)",1003
"(149, 128, 111)",2086
"(149, 128, 123)",361
"(149, 128, 125)",311
"(149, 128, 127)",218
"(149, 128, 133)",2
"(149, 128, 135)",1
"(149, 129, 92)",2
"(149, 129, 96)",16
"(149, 129, 102)",202
"(149, 129, 104)",447
"(149, 129, 105)",414
"(149, 129, 118)",2655
"(149, 129, 120)",1008
"(149, 129, 122)",462
"(149, 129, 128)",368
"(149, 129, 130)",276
"(149, 129, 131)",39
"(149, 129, 138)",1
"(149, 130, 97)",19
"(149, 130, 98)",33
"(149, 130, 100)",126
"(149, 130, 113)",7433
"(149, 130, 115)",14556
"(149, 130, 116)",11487
"(149, 130, 123)",707
"(149, 130, 124)",576
"(149, 130, 126)",376
"(149, 130, 132)",113
"(149, 130, 134)",16
"(149, 131, 95)",1
"(149, 131, 107)",941
"(149, 131, 109)",2692
"(149, 131, 111)",5908
"(149, 131, 117)",7198
"(149, 131, 119)",4699
"(149, 131, 121)",1599
"(149, 131, 127)",713
"(149, 131, 129)",588
"(149, 131, 131)",434
"(149, 131, 145)",1
"(149, 132, 86)",1
"(149, 132, 102)",118
"(149, 132, 104)",250
"(149, 132, 106)",648
"(149, 132, 112)",3365
"(149, 132, 114)",11101
"(149, 132, 116)",9475
"(149, 132, 122)",12635
"(149, 132, 124)",3088
"(149, 132, 125)",1401
"(149, 133, 97)",9
"(149, 133, 99)",31
"(149, 133, 100)",62
"(149, 133, 107)",244
"(149, 133, 108)",835
"(149, 133, 110)",1133
"(149, 133, 117)",62932
"(149, 133, 118)",56061
"(149, 133, 120)",40533
"(149, 133, 133)",1066
"(149, 133, 134)",153
"(149, 133, 136)",19
"(149, 133, 143)",2
"(149, 134, 101)",25
"(149, 134, 103)",59
"(149, 134, 105)",94
"(149, 134, 111)",3094
"(149, 134, 113)",8804
"(149, 134, 115)",47006
"(149, 134, 127)",9854
"(149, 134, 129)",3542
"(149, 134, 131)",2102
"(149, 134, 137)",66
"(149, 134, 139)",1
"(149, 134, 141)",3
"(149, 135, 90)",3
"(149, 135, 96)",3
"(149, 135, 98)",3
"(149, 135, 100)",10
"(149, 135, 106)",122
"(149, 135, 108)",323
"(149, 135, 109)",1165
"(149, 135, 122)",541375
"(149, 135, 124)",85204
"(149, 135, 126)",24629
"(149, 135, 132)",19349
"(149, 135, 134)",12222
"(149, 135, 135)",2995
"(149, 136, 91)",4
"(149, 136, 92)",2
"(149, 136, 94)",2
"(149, 136, 101)",5
"(149, 136, 102)",19
"(149, 136, 104)",54
"(149, 136, 117)",33174
"(149, 136, 119)",88061
"(149, 136, 120)",543622
"(149, 136, 127)",128175
"(149, 136, 128)",151268
"(149, 136, 130)",29822
"(149, 136, 143)",10
"(149, 136, 145)",4
"(149, 137, 87)",4
"(149, 137, 89)",5
"(149, 137, 95)",4
"(149, 137, 97)",3
"(149, 137, 99)",5
"(149, 137, 111)",664
"(149, 137, 113)",1858
"(149, 137, 115)",5391
"(149, 137, 121)",46613
"(149, 137, 123)",134652
"(149, 137, 125)",163817
"(149, 137, 137)",29197
"(149, 137, 139)",1150
"(149, 137, 141)",33
"(149, 137, 147)",1
"(149, 137, 149)",2
"(149, 138, 92)",8
"(149, 138, 93)",2
"(149, 138, 106)",36
"(149, 138, 108)",96
"(149, 138, 110)",246
"(149, 138, 116)",1829
"(149, 138, 118)",5048
"(149, 138, 120)",16356
"(149, 138, 132)",182980
"(149, 138, 134)",129690
"(149, 138, 136)",134697
"(149, 138, 142)",359
"(149, 138, 144)",17
"(149, 138, 146)",3
"(149, 139, 86)",2
"(149, 139, 88)",2
"(149, 139, 90)",5
"(149, 139, 103)",4
"(149, 139, 104)",13
"(149, 139, 112)",380
"(149, 139, 114)",740
"(149, 139, 127)",605814
"(149, 139, 129)",377661
"(149, 139, 130)",738757
"(149, 139, 137)",558283
"(149, 139, 138)",126111
"(149, 139, 140)",8216
"(149, 139, 147)",20
"(149, 139, 148)",8
"(149, 139, 150)",7
"(149, 140, 81)",1
"(149, 140, 83)",1
"(149, 140, 85)",6
"(149, 140, 97)",9
"(149, 140, 99)",10
"(149, 140, 101)",7
"(149, 140, 107)",187
"(149, 140, 109)",624
"(149, 140, 111)",410
"(149, 140, 123)",28142
"(149, 140, 125)",100207
"(149, 140, 131)",4554249
"(149, 140, 133)",930644
"(149, 140, 135)",475991
"(149, 140, 141)",19860
"(149, 140, 143)",1161
"(149, 140, 145)",185
"(149, 141, 79)",2
"(149, 141, 92)",13
"(149, 141, 94)",8
"(149, 141, 95)",9
"(149, 141, 102)",5
"(149, 141, 104)",30
"(149, 141, 105)",96
"(149, 141, 118)",2938
"(149, 141, 120)",7330
"(149, 141, 122)",24547
"(149, 141, 128)",121652
"(149, 141, 130)",840794
"(149, 141, 138)",468970
"(149, 141, 139)",400494
"(149, 141, 152)",4
"(149, 142, 87)",3
"(149, 142, 88)",9
"(149, 142, 90)",9
"(149, 142, 96)",3
"(149, 142, 98)",4
"(149, 142, 100)",7
"(149, 142, 113)",1755
"(149, 142, 114)",2075
"(149, 142, 116)",2637
"(149, 142, 123)",8876
"(149, 142, 124)",54039
"(149, 142, 126)",240716
"(149, 142, 132)",1737251
"(149, 142, 134)",1899525
"(149, 142, 136)",468485
"(149, 142, 149)",80
"(149, 142, 150)",6
"(149, 143, 81)",3
"(149, 143, 83)",1
"(149, 143, 85)",4
"(149, 143, 91)",9
"(149, 143, 93)",9
"(149, 143, 95)",4
"(149, 143, 107)",43
"(149, 143, 109)",456
"(149, 143, 111)",2122
"(149, 143, 117)",2186
"(149, 143, 119)",3243
"(149, 143, 121)",7018
"(149, 143, 127)",199739
"(149, 143, 129)",786224
"(149, 143, 131)",1411548
"(149, 143, 143)",67329
"(149, 143, 145)",7420
"(149, 143, 147)",307
"(149, 143, 153)",6
"(149, 143, 155)",1
"(149, 144, 86)",3
"(149, 144, 88)",4
"(149, 144, 89)",3
"(149, 144, 102)",2
"(149, 144, 104)",5
"(149, 144, 106)",19
"(149, 144, 112)",2672
"(149, 144, 114)",5763
"(149, 144, 115)",5022
"(149, 144, 122)",19932
"(149, 144, 124)",89970
"(149, 144, 125)",55688
"(149, 144, 138)",904817
"(149, 144, 140)",463021
"(149, 144, 141)",53124
"(149, 144, 148)",1802
"(149, 144, 150)",200
"(149, 144, 151)",26
"(149, 145, 82)",1
"(149, 145, 84)",5
"(149, 145, 97)",1
"(149, 145, 98)",4
"(149, 145, 100)",8
"(149, 145, 107)",29
"(149, 145, 108)",134
"(149, 145, 110)",822
"(149, 145, 116)",45808
"(149, 145, 118)",24471
"(149, 145, 120)",20275
"(149, 145, 133)",402097
"(149, 145, 134)",736200
"(149, 145, 136)",301655
"(149, 145, 142)",328169
"(149, 145, 144)",90019
"(149, 145, 146)",13869
"(149, 146, 91)",2
"(149, 146, 93)",2
"(149, 146, 95)",1
"(149, 146, 103)",3
"(149, 146, 105)",11
"(149, 146, 111)",8157
"(149, 146, 113)",41690
"(149, 146, 115)",77492
"(149, 146, 127)",81035
"(149, 146, 129)",59291
"(149, 146, 131)",49208
"(149, 146, 137)",697635
"(149, 146, 139)",1246763
"(149, 146, 141)",835087
"(149, 146, 153)",68
"(149, 146, 155)",15
"(149, 146, 157)",1
"(149, 147, 90)",1
"(149, 147, 106)",214
"(149, 147, 108)",531
"(149, 147, 109)",1667
"(149, 147, 122)",3388
"(149, 147, 124)",55435
"(149, 147, 126)",15722
"(149, 147, 132)",12318
"(149, 147, 134)",41753
"(149, 147, 135)",273754
"(149, 147, 148)",93862
"(149, 147, 150)",15511
"(149, 147, 152)",594
"(149, 147, 158)",5
"(149, 147, 160)",1
"(149, 148, 100)",11
"(149, 148, 102)",34
"(149, 148, 104)",74
"(149, 148, 117)",5748
"(149, 148, 118)",17134
"(149, 148, 120)",1910
"(149, 148, 127)",13659
"(149, 148, 128)",15989
"(149, 148, 130)",15813
"(149, 148, 143)",1127089
"(149, 148, 144)",1304098
"(149, 148, 146)",204564
"(149, 148, 153)",2566
"(149, 148, 154)",1089
"(149, 148, 156)",200
"(149, 149, 97)",2
"(149, 149, 99)",9
"(149, 149, 111)",371
"(149, 149, 113)",3240
"(149, 149, 115)",2968
"(149, 149, 121)",644
"(149, 149, 123)",1523
"(149, 149, 125)",7320
"(149, 149, 137)",18432
"(149, 149, 139)",78310
"(149, 149, 141)",273498
"(149, 149, 147)",89518
"(149, 149, 149)",283746
"(149, 149, 151)",48283
"(149, 149, 157)",613
"(149, 149, 159)",1
"(149, 150, 106)",90
"(149, 150, 108)",104
"(149, 150, 110)",113
"(149, 150, 116)",1749
"(149, 150, 118)",2774
"(149, 150, 119)",1681
"(149, 150, 132)",3049
"(149, 150, 134)",2030
"(149, 150, 136)",3344
"(149, 150, 142)",14254
"(149, 150, 144)",53645
"(149, 150, 145)",89970
"(149, 150, 152)",385221
"(149, 150, 154)",81525
"(149, 150, 155)",53719
"(149, 151, 101)",1
"(149, 151, 102)",4
"(149, 151, 104)",25
"(149, 151, 111)",112
"(149, 151, 112)",172
"(149, 151, 114)",546
"(149, 151, 127)",525
"(149, 151, 129)",1273
"(149, 151, 130)",1988
"(149, 151, 137)",311
"(149, 151, 138)",1022
"(149, 151, 140)",3803
"(149, 151, 146)",15581
"(149, 151, 148)",27443
"(149, 151, 150)",65791
"(149, 151, 163)",1
"(149, 151, 164)",1
"(149, 151, 166)",1
"(149, 152, 99)",2
"(149, 152, 105)",8
"(149, 152, 107)",33
"(149, 152, 109)",79
"(149, 152, 121)",122
"(149, 152, 123)",128
"(149, 152, 125)",227
"(149, 152, 131)",278
"(149, 152, 133)",283
"(149, 152, 135)",230
"(149, 152, 141)",312
"(149, 152, 143)",1920
"(149, 152, 145)",5481
"(149, 152, 157)",13849
"(149, 152, 159)",268
"(149, 152, 161)",6
"(149, 153, 102)",1
"(149, 153, 103)",6
"(149, 153, 116)",44
"(149, 153, 118)",192
"(149, 153, 120)",251
"(149, 153, 126)",166
"(149, 153, 128)",208
"(149, 153, 130)",289
"(149, 153, 136)",25
"(149, 153, 138)",39
"(149, 153, 139)",119
"(149, 153, 152)",58124
"(149, 153, 154)",611950
"(149, 153, 156)",773969
"(149, 153, 162)",12
"(149, 153, 164)",1
"(149, 154, 113)",1
"(149, 154, 114)",3
"(149, 154, 122)",39
"(149, 154, 124)",74
"(149, 154, 131)",7
"(149, 154, 132)",2
"(149, 154, 134)",6
"(149, 154, 147)",1088
"(149, 154, 148)",3043
"(149, 154, 150)",10226
"(149, 154, 157)",22858
"(149, 154, 158)",4497
"(149, 154, 160)",258
"(149, 155, 109)",1
"(149, 155, 111)",1
"(149, 155, 119)",3
"(149, 155, 121)",14
"(149, 155, 127)",1
"(149, 155, 129)",8
"(149, 155, 141)",21
"(149, 155, 143)",72
"(149, 155, 145)",346
"(149, 155, 151)",2225
"(149, 155, 153)",7053
"(149, 155, 155)",16948
"(149, 156, 125)",1
"(149, 156, 138)",2
"(149, 156, 140)",7
"(149, 156, 148)",194
"(149, 156, 149)",630
"(149, 156, 162)",29
"(149, 156, 164)",13
"(149, 157, 133)",2
"(149, 157, 142)",3
"(149, 157, 144)",9
"(149, 157, 146)",74
"(149, 157, 159)",638
"(149, 157, 160)",125
"(149, 158, 129)",1
"(149, 158, 131)",5
"(149, 158, 137)",1
"(149, 158, 139)",1
"(149, 158, 141)",4
"(149, 158, 153)",286
"(149, 158, 155)",1141
"(149, 158, 157)",1451
"(149, 158, 163)",6
"(149, 158, 165)",3
"(149, 159, 148)",10
"(149, 159, 150)",19
"(149, 159, 151)",64
"(149, 159, 158)",125
"(149, 159, 160)",39
"(149, 159, 161)",9
"(149, 160, 128)",2
"(149, 160, 143)",1
"(149, 160, 152)",3
"(149, 160, 154)",13
"(149, 160, 156)",97
"(149, 160, 162)",3
"(149, 160, 164)",1
"(149, 160, 166)",1
"(149, 161, 149)",1
"(149, 161, 151)",2
"(149, 161, 157)",5
"(149, 161, 159)",3
"(149, 161, 161)",3
"(149, 162, 134)",1
"(149, 162, 153)",2
"(149, 162, 155)",7
"(149, 163, 163)",2
"(149, 163, 164)",4
"(149, 164, 157)",1
"(149, 165, 154)",1
"(149, 167, 167)",2
"(149, 168, 166)",2
"(150, 80, 82)",1
"(150, 102, 79)",1
"(150, 102, 88)",3
"(150, 103, 73)",2
"(150, 103, 75)",4
"(150, 103, 77)",4
"(150, 103, 83)",19
"(150, 103, 85)",2
"(150, 103, 93)",8
"(150, 104, 78)",3
"(150, 104, 80)",8
"(150, 104, 81)",2
"(150, 104, 88)",52
"(150, 104, 89)",43
"(150, 104, 91)",15
"(150, 104, 104)",1
"(150, 104, 106)",3
"(150, 104, 107)",1
"(150, 104, 115)",2
"(150, 105, 72)",4
"(150, 105, 74)",1
"(150, 105, 76)",3
"(150, 105, 82)",35
"(150, 105, 84)",45
"(150, 105, 86)",114
"(150, 105, 100)",1
"(150, 105, 108)",3
"(150, 105, 110)",3
"(150, 105, 112)",3
"(150, 106, 71)",1
"(150, 106, 77)",1
"(150, 106, 79)",13
"(150, 106, 81)",17
"(150, 106, 93)",18
"(150, 106, 95)",20
"(150, 106, 103)",2
"(150, 106, 105)",6
"(150, 106, 107)",3
"(150, 107, 73)",1
"(150, 107, 75)",1
"(150, 107, 88)",214
"(150, 107, 90)",237
"(150, 107, 91)",77
"(150, 107, 98)",15
"(150, 107, 100)",14
"(150, 107, 101)",1
"(150, 107, 114)",12
"(150, 107, 116)",25
"(150, 107, 117)",11
"(150, 108, 83)",22
"(150, 108, 84)",99
"(150, 108, 86)",73
"(150, 108, 92)",130
"(150, 108, 94)",26
"(150, 108, 96)",14
"(150, 108, 109)",17
"(150, 108, 110)",14
"(150, 108, 112)",17
"(150, 108, 118)",39
"(150, 108, 120)",23
"(150, 108, 122)",2
"(150, 109, 79)",3
"(150, 109, 81)",15
"(150, 109, 87)",35
"(150, 109, 89)",77
"(150, 109, 91)",224
"(150, 109, 103)",34
"(150, 109, 105)",32
"(150, 109, 107)",20
"(150, 109, 113)",110
"(150, 109, 115)",93
"(150, 109, 117)",74
"(150, 109, 123)",10
"(150, 109, 125)",2
"(150, 110, 75)",1
"(150, 110, 84)",9
"(150, 110, 85)",28
"(150, 110, 98)",34
"(150, 110, 100)",48
"(150, 110, 102)",47
"(150, 110, 108)",87
"(150, 110, 110)",88
"(150, 110, 111)",96
"(150, 110, 118)",66
"(150, 110, 119)",42
"(150, 110, 121)",17
"(150, 111, 72)",1
"(150, 111, 82)",8
"(150, 111, 94)",197
"(150, 111, 96)",89
"(150, 111, 104)",76
"(150, 111, 106)",107
"(150, 111, 112)",224
"(150, 111, 114)",205
"(150, 111, 116)",131
"(150, 112, 89)",12
"(150, 112, 91)",26
"(150, 112, 93)",234
"(150, 112, 99)",51
"(150, 112, 101)",48
"(150, 112, 103)",75
"(150, 112, 109)",173
"(150, 112, 111)",200
"(150, 112, 123)",7
"(150, 112, 125)",1
"(150, 113, 86)",4
"(150, 113, 87)",5
"(150, 113, 94)",30
"(150, 113, 95)",200
"(150, 113, 97)",110
"(150, 113, 104)",99
"(150, 113, 105)",125
"(150, 113, 107)",172
"(150, 113, 120)",63
"(150, 113, 121)",26
"(150, 114, 88)",1
"(150, 114, 90)",5
"(150, 114, 92)",6
"(150, 114, 98)",168
"(150, 114, 100)",130
"(150, 114, 102)",73
"(150, 114, 114)",91
"(150, 114, 116)",55
"(150, 114, 118)",50
"(150, 114, 126)",1
"(150, 115, 93)",11
"(150, 115, 95)",13
"(150, 115, 96)",104
"(150, 115, 109)",108
"(150, 115, 111)",92
"(150, 115, 113)",70
"(150, 115, 119)",17
"(150, 115, 121)",22
"(150, 115, 122)",4
"(150, 116, 89)",4
"(150, 116, 91)",3
"(150, 116, 104)",85
"(150, 116, 106)",97
"(150, 116, 107)",111
"(150, 116, 114)",40
"(150, 116, 115)",32
"(150, 116, 117)",10
"(150, 117, 98)",29
"(150, 117, 100)",127
"(150, 117, 102)",228
"(150, 117, 108)",78
"(150, 117, 110)",56
"(150, 117, 112)",62
"(150, 117, 124)",2
"(150, 118, 93)",1
"(150, 118, 95)",4
"(150, 118, 97)",8
"(150, 118, 103)",195
"(150, 118, 105)",97
"(150, 118, 107)",84
"(150, 118, 119)",11
"(150, 118, 121)",3
"(150, 118, 123)",1
"(150, 119, 91)",1
"(150, 119, 98)",14
"(150, 119, 99)",12
"(150, 119, 101)",38
"(150, 119, 114)",38
"(150, 119, 116)",32
"(150, 119, 117)",11
"(150, 119, 124)",2
"(150, 119, 127)",2
"(150, 120, 92)",11
"(150, 120, 94)",12
"(150, 120, 96)",12
"(150, 120, 109)",179
"(150, 120, 110)",124
"(150, 120, 112)",60
"(150, 120, 118)",34
"(150, 120, 120)",13
"(150, 120, 122)",5
"(150, 121, 91)",3
"(150, 121, 103)",14
"(150, 121, 105)",122
"(150, 121, 107)",183
"(150, 121, 113)",328
"(150, 121, 115)",67
"(150, 121, 117)",52
"(150, 121, 123)",15
"(150, 121, 125)",4
"(150, 122, 98)",217
"(150, 122, 100)",44
"(150, 122, 101)",8
"(150, 122, 108)",649
"(150, 122, 110)",1592
"(150, 122, 111)",1921
"(150, 122, 118)",66
"(150, 122, 119)",26
"(150, 122, 121)",23
"(150, 123, 93)",7
"(150, 123, 94)",22
"(150, 123, 96)",64
"(150, 123, 102)",22
"(150, 123, 104)",33
"(150, 123, 106)",136
"(150, 123, 112)",6070
"(150, 123, 114)",849
"(150, 123, 116)",273
"(150, 124, 91)",6
"(150, 124, 97)",153
"(150, 124, 99)",159
"(150, 124, 101)",105
"(150, 124, 107)",259
"(150, 124, 109)",3428
"(150, 124, 111)",16359
"(150, 124, 123)",17
"(150, 124, 125)",12
"(150, 124, 127)",6
"(150, 125, 94)",4
"(150, 125, 95)",107
"(150, 125, 103)",106
"(150, 125, 105)",142
"(150, 125, 118)",220
"(150, 125, 120)",163
"(150, 125, 121)",75
"(150, 125, 128)",9
"(150, 125, 129)",4
"(150, 126, 92)",2
"(150, 126, 98)",367
"(150, 126, 100)",636
"(150, 126, 102)",188
"(150, 126, 114)",6599
"(150, 126, 116)",3328
"(150, 126, 122)",223
"(150, 126, 124)",104
"(150, 126, 126)",52
"(150, 127, 93)",3
"(150, 127, 95)",22
"(150, 127, 96)",71
"(150, 127, 109)",232
"(150, 127, 111)",1376
"(150, 127, 113)",1270
"(150, 127, 119)",562
"(150, 127, 121)",253
"(150, 127, 133)",1
"(150, 128, 104)",380
"(150, 128, 105)",158
"(150, 128, 107)",167
"(150, 128, 114)",3507
"(150, 128, 115)",5202
"(150, 128, 117)",4881
"(150, 128, 130)",73
"(150, 128, 131)",1
"(150, 129, 98)",43
"(150, 129, 100)",158
"(150, 129, 102)",229
"(150, 129, 108)",737
"(150, 129, 110)",943
"(150, 129, 112)",1964
"(150, 129, 124)",416
"(150, 129, 126)",479
"(150, 129, 128)",304
"(150, 129, 144)",2
"(150, 130, 93)",1
"(150, 130, 95)",6
"(150, 130, 97)",10
"(150, 130, 103)",227
"(150, 130, 105)",478
"(150, 130, 106)",344
"(150, 130, 119)",2614
"(150, 130, 121)",957
"(150, 130, 123)",510
"(150, 130, 129)",387
"(150, 130, 131)",172
"(150, 130, 132)",26
"(150, 131, 98)",22
"(150, 131, 99)",40
"(150, 131, 101)",143
"(150, 131, 114)",7466
"(150, 131, 116)",13914
"(150, 131, 117)",11393
"(150, 131, 124)",733
"(150, 131, 125)",564
"(150, 131, 127)",344
"(150, 131, 133)",38
"(150, 131, 135)",7
"(150, 132, 96)",4
"(150, 132, 108)",949
"(150, 132, 110)",2435
"(150, 132, 112)",5578
"(150, 132, 118)",6915
"(150, 132, 120)",4289
"(150, 132, 122)",1356
"(150, 132, 128)",683
"(150, 132, 130)",357
"(150, 132, 132)",272
"(150, 133, 103)",97
"(150, 133, 105)",265
"(150, 133, 107)",627
"(150, 133, 113)",3228
"(150, 133, 115)",10306
"(150, 133, 117)",8416
"(150, 133, 123)",10785
"(150, 133, 125)",2911
"(150, 133, 126)",1381
"(150, 133, 139)",3
"(150, 133, 143)",1
"(150, 134, 98)",14
"(150, 134, 100)",31
"(150, 134, 101)",68
"(150, 134, 108)",269
"(150, 134, 109)",770
"(150, 134, 111)",1147
"(150, 134, 118)",45602
"(150, 134, 119)",46228
"(150, 134, 121)",32477
"(150, 134, 134)",1181
"(150, 134, 135)",184
"(150, 134, 137)",14
"(150, 134, 144)",3
"(150, 134, 145)",2
"(150, 135, 92)",2
"(150, 135, 96)",2
"(150, 135, 102)",26
"(150, 135, 104)",47
"(150, 135, 106)",80
"(150, 135, 112)",2691
"(150, 135, 114)",6738
"(150, 135, 116)",30902
"(150, 135, 128)",10136
